50,146.9184395424141,385.9158744871316,1249.585678697337
60,159.1605687279124,192.2817459044527,846.9596511189735
70,178.2214020649878,90.20456783885783,569.0806647207468
80,205.9127605372779,34.0049249188254,389.9962451114752
90,244.0960463760941,1.422853018011858,276.0749039474557
100,294.6480203604391,-18.39899673465039,202.5863925903093
110,359.4329901840553,-30.96907631511158,153.9626646814693
120,440.2804265074412,-39.2202056967941,120.8377766084641
130,538.9671668711405,-44.78963721125137,97.5938276436338
140,657.2034902184146,-48.63199793572597,80.81162858709497
150,796.6224495107749,-51.32601135060734,68.36483728848938
160,958.7719394595432,-53.2348712545588,58.89930921548134
170,1145.109052988879,-54.59361646337204,51.53190931240761
180,1356.996345599113,-55.55855878330546,45.67338443413625
190,1595.699682916788,-56.23621344681775,40.92203554551443
200,1862.387394786576,-56.70076124991765,36.99848681668945
210,2158.130500432415,-57.00488551483249,33.70479306228084
220,2483.903804499348,-57.18666874757915,30.89826565453519
230,2840.587694017225,-57.27408298063785,28.47438580865255
240,3228.970492236119,-57.28797474367232,26.35544184363865
250,3649.751247480447,-57.24408732179734,24.48284106295716
260,4103.542854187272,-57.15445480242487,22.81182329619937
270,4590.875419580611,-57.028378525542,21.30777076010318
280,5112.199803377281,-56.87312116669837,19.94359580977282
290,5667.891269851394,-56.69440686021435,18.6978673388855
300,6258.253201785701,-56.49678613305856,17.5534503962285
310,6883.52083455218,-56.28390532794229,16.49650703045632
320,7543.864976005642,-56.0587076929268,15.5157544891082
330,8239.395684212323,-55.82358500381374,14.60190886769842
340,8970.165880435237,-55.5804929813165,13.74726383317479
350,9736.174879384625,-55.33103993551528,12.94536872718172
360,10537.37182263109,-55.07655542060181,12.19078048612568
370,11373.65900437246,-54.81814382831628,11.47887088544292
380,12244.89508152333,-54.55672653595542,10.80567560280013
390,13150.89816243233,-54.29307528630628,10.16777514785877
400,14091.44877049018,-54.02783879917358,9.5622002618724
410,15066.29268052843,-53.76156412029238,8.986356244947363
420,16075.14362726157,-53.49471385035734,8.437962026512107
430,17117.68588614497,-53.22768012778062,7.915000796348981
440,18193.57672793783,-52.96079603772149,7.415679758542483
450,19302.44874899975,-52.69434496860159,6.938397129001182
460,20443.91207994491,-52.42856832260488,6.481714918190694
470,21617.55647574653,-52.1636718990998,6.044336360655067
480,22822.95329074653,-51.89983120267591,5.625087097366252
490,24059.65734229493,-51.63719587551143,5.222899404944274
500,25327.20866694322,-51.37589341337502,4.836798911323462
510,26625.13417324339,-51.11603229297855,4.465893350567518
520,27952.94919528508,-50.8577046135598,4.109362998074325
530,29310.15895113836,-50.60098833595881,3.766452497048796
540,30696.25991036061,-50.34594918686842,3.43646384206983
550,32110.7410747012,-50.09264228350879,3.1187503293436
560,33553.08517607025,-49.84111352401867,2.812711317993308
570,35022.76979576614,-49.5914007808331,2.517787674733143
580,36519.26840886031,-49.34353492783041,2.233457796713567
590,38042.05135752988,-49.0975407267789,1.959234125502029
600,39590.58675701471,-48.85343759431544,1.694660079915097
